task,candidate_kind,candidate_id,native_verdict,securebench_verdict,agree,sha256,recorded_in_test_verdict,native_reward,native_error,securebench_status,securebench_source,securebench_error
terminal-bench/dna-insert,mutant,test_targeted_semantic_mutants_fail[low_reverse_tm]#1,fail,fail,yes,c6815b638fa363283b6dd630ce2602b45e53266e76611ceddb4274f7f2d49e1f,failed,0.0,,failed,command-replay,
terminal-bench/dna-insert,reference,test_source_case_and_trailing_whitespace_semantics_are_preserved#1,pass,pass,yes,e802461ebc2778f674b3741ac092565be08847ab67ec3d5c94e4c4bbf380e778,passed,1.0,,passed,command-replay,
terminal-bench/dna-insert,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-dna-insert]#1,fail,fail,yes,e8e8ff5609ee86f8c9a6f2841ddcac82c53d77acdfd3afd2cd5ad03a3ef1361a,,0.0,,failed,command-replay,
terminal-bench/dna-insert,malicious,test_malformed_and_forged_primer_artifacts_fail[non_dna_forward]#1,fail,fail,yes,fd3c63d4d9942d1fbe577bcc78502fcd6eb9d3567a6847189e3fa1aea7806602,failed,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-extract-moves-from-video]#1,fail,fail,yes,3e0deced427d22279b8938488599dd68fdcbf39fecd1bec249d38f133db55711,,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,reference,test_source_accepted_reference_variants_pass_real_artifact_path[crlf]#1,pass,pass,yes,4172b6783ec558234f61b631e1bc0d8581890cb7f4483c7d4da2d0dc8cf85a29,passed,1.0,,passed,command-replay,
terminal-bench/extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[delete-over-threshold]#1,fail,fail,yes,4c35dee9ac2ab7ab5d1c29da56f8c9eba2fc02035ace1d576e746bd5f8ee2553,failed,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,reference,test_source_accepted_reference_variants_pass_real_artifact_path[append-threshold]#1,pass,pass,yes,4da39d8e8a76574c190a89f2434b5af9ba19be975c2f594047fdece5937c4487,passed,1.0,,passed,command-replay,
terminal-bench/extract-moves-from-video,malicious,test_invalid_utf8_is_candidate_evidence_not_infrastructure#1,fail,fail,yes,72eb4847cf6a93e5bdb83d84a242493e0feae13c01af0d498a4fc855edda631b,failed,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[lost-line-breaks]#1,fail,fail,yes,7614349390ec3abc94acc76690a283d092087df629ab471198d00ac398d4cac0,failed,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[case-changed]#1,fail,fail,yes,7e61ca78f50d70b67d19a61c7638f96e12fe8bdca7405e675a090e9e65857d71,failed,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,reference,test_source_accepted_reference_variants_pass_real_artifact_path[small-nul-edit]#1,pass,pass,yes,82eeb75f0f5e3e9c890fa15a2794e2542afcb905af6c8687304c3b24275ab8c4,passed,1.0,,passed,command-replay,
terminal-bench/extract-moves-from-video,malicious,test_base_image_fails_stopped_candidate_capture[extract-moves-from-video]#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[forged-verdict]#1,fail,fail,yes,8c2e454c3a65ea79fafa5bc19d3a3a66af8310951dfd26ddb90d34993087f959,failed,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,reference,test_source_accepted_reference_variants_pass_real_artifact_path[delete-threshold]#1,pass,pass,yes,9cbf427f615663f83ee96d3508050c3594e0265448029edfa89e945f903f01c4,passed,1.0,,passed,command-replay,
terminal-bench/extract-moves-from-video,reference,test_source_accepted_reference_variants_pass_real_artifact_path[exact]#1,pass,pass,yes,c2df75db1af752a91b494feb62c24634229b17e39b23fe7a1ea228f4a290ddfd,passed,1.0,,passed,command-replay,
terminal-bench/extract-moves-from-video,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-extract-moves-from-video]#1,fail,fail,yes,e026d36fb4e8948d25d51bc5aedfc7589d1b127d61fa65650cc513838d075ed7,,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[reordered]#1,fail,fail,yes,e2dc5dc01019dd1e1386a3ff72fec66102c9fb92bd2b1de32f13c8b510a9cee5,failed,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[append-over-threshold]#1,fail,fail,yes,f14ad1517d9ba83a80a0bfc3793de86535e59696d81a6fef4c8721b335dc12ad,failed,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,mutant,test_targeted_transcript_mutants_and_claims_fail[empty]#1,fail,fail,yes,f3b633fd68d2ae6f2dbaaa90e56282007402fb5dc35753eb3e8323b251865b28,failed,0.0,,failed,command-replay,
terminal-bench/extract-moves-from-video,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-extract-moves-from-video]#1,fail,fail,yes,ffb6be1ca7be9d92fc885c97c4fff28476400fed3a1216840cda3d0f35028463,,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,malicious,test_pinned_agent_capture_and_replay_matrix[forged_verdict]#1,fail,fail,yes,115316c5cb6afb3326f6a7bf79dd37c8f4c51df2beae8d723b49d94dec699f43,failed,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,malicious,test_invalid_utf8_is_candidate_evidence_not_infrastructure#1,fail,fail,yes,2891d2dc1ef57ee06bfa45a5317939fa911ead77a50494b92face7022340382c,failed,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,mutant,test_targeted_plaintext_mutants_and_claims_fail[empty]#1,fail,fail,yes,31939e1106ae3efedb25249329eaa5d60f2310a3f568bd3827807fb7f98774b3,failed,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,malicious,test_targeted_plaintext_mutants_and_claims_fail[hex_values]#1,fail,fail,yes,35925c195a345aee8ac7205dd2e9310433ebc30c7e9c3b4b1b010795306be4f9,failed,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-feal-linear-cryptanalysis]#1,fail,fail,yes,36c9b233391f41d0248414a2410e52a1d31001300fb917afa5afa8d3aeee23d5,,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,reference,test_source_accepted_variants_pass_real_artifact_path[line_order]#1,pass,pass,yes,56b061f37330d91759b3f744b3da45bf8f7c2973ef52794fdd9205d6c143f699,passed,1.0,,passed,command-replay,
terminal-bench/feal-linear-cryptanalysis,malicious,test_targeted_plaintext_mutants_and_claims_fail[forged_verdict]#1,fail,fail,yes,6f6ce52066aacc789011b8decf7be186b8c786316444ce9c19e9306016835a5d,failed,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,reference,test_source_accepted_variants_pass_real_artifact_path[extra_text_and_nul]#1,pass,pass,yes,7637f782d4baf5ee264621717f0cb5b7637062104b70c4671c97fe531309252c,passed,1.0,,passed,command-replay,
terminal-bench/feal-linear-cryptanalysis,base,test_base_image_fails_stopped_candidate_capture[feal-linear-cryptanalysis]#1,fail,fail,yes,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,malicious,test_targeted_plaintext_mutants_and_claims_fail[structured_claim]#1,fail,fail,yes,9409595c408cc02fa3ad6d7a80b1b9e8f3775fee1ca3884344624e8607c51546,failed,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,malicious,test_targeted_plaintext_mutants_and_claims_fail[one_plaintext_changed]#1,fail,fail,yes,9f36edb96b3d32b89a88a26dd7ce79ffe3281a58341b95466b192131ef0f501a,failed,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-feal-linear-cryptanalysis]#1,fail,fail,yes,a5a9c3394a0bb84cff8591d3856581dc252c2cf7de2c1b3bb63d72bcb16a8eea,,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,reference,test_source_accepted_variants_pass_real_artifact_path[duplicates]#1,pass,pass,yes,a8a52ef3321ca14e0c3692bb5af0270b70e23f04ef003ff7d021384886afcf62,passed,1.0,,passed,command-replay,
terminal-bench/feal-linear-cryptanalysis,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-feal-linear-cryptanalysis]#1,fail,fail,yes,bf0b04e97802cbd579f0cd2b623eccc55f8f44367dd01d67d8901095d7bc28a6,,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,mutant,test_targeted_plaintext_mutants_and_claims_fail[one_plaintext_missing]#1,fail,fail,yes,c46c63012634c5ecf38f4f23bd51c491852b0549b5fe236ab63abde0c795b9d6,failed,0.0,,failed,command-replay,
terminal-bench/feal-linear-cryptanalysis,reference,test_source_accepted_variants_pass_real_artifact_path[concatenated_without_delimiters]#1,pass,pass,yes,c95f132aaafc2b250a65aa079ff7cb1d3a60e96fabb4482345bdbff969a4ee24,passed,1.0,,passed,command-replay,
terminal-bench/feal-linear-cryptanalysis,reference,test_source_accepted_variants_pass_real_artifact_path[reversed_and_comma_separated]#1,pass,pass,yes,ea5a3cceed62178d4092b0426565150415fbd9300f6a54631a0ced94d0f98f6f,passed,1.0,,passed,command-replay,
terminal-bench/financial-document-processor,mutant,test_targeted_state_and_summary_mutants_fail[header-incorrect_summary_header]#1,fail,infrastructure_error,n/a,0cf2cc340bba170f28763224a024046a782a4065d1ef9cf29e073acca2f050d5,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,mutant,test_targeted_state_and_summary_mutants_fail[unknown_file-unexpected_summary_file]#1,fail,infrastructure_error,n/a,13abbe6f40ab75fe84bc0f992d328f83d735d6503d840957e73a1eea158f0c3c,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,reference,test_pinned_linux_reference_and_mutant_matrix[-passed]#1,pass,infrastructure_error,n/a,185f8f3166b3006803a3f26369c7cf0a3392568a897d8130312256156a79d419,passed,1.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,reference,"test_pinned_linux_reference_and_mutant_matrix[printf 'filename,total_amount,vat_amount\\n' > /app/invoices/summary.csv; i=0; while [ ""$i"" -lt 11 ]; do printf 'total,81315.20,5402.48\\n' >> /app/invoices/summary.csv; i=$((i + 1)); done-passed]#1",pass,infrastructure_error,n/a,35d2035e4500f7cc6e9ffbcfc40f74f99f81d7247f3b278912d59d3cb47df545,passed,1.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,mutant,test_targeted_state_and_summary_mutants_fail[misplaced-incorrect_invoice_placement]#1,fail,infrastructure_error,n/a,376395deda9d97d0a7c7ec1411140c5bbce0dcab4683bffb4767f1336c34a49d,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,reference,test_source_accepted_final_state_quirks_pass[ignored_json_and_nested_files]#1,pass,infrastructure_error,n/a,3ff840d4177e6e4b64bc916f379d25da4d1b74ffa5bed04911fd276e9644ceca,passed,1.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,malicious,test_nested_summary_candidate_errors_fail_closed[invalid_utf8-summary_csv:invalid_utf8]#1,fail,infrastructure_error,n/a,47c4a36ff7c4f23b762f5b5603291437af1825860d75b9abf478d0fa72b28d1b,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,reference,test_reference_state_passes_and_excludes_unrelated_workspace_files#1,pass,infrastructure_error,n/a,480dad28fad865b7268f601fc6792f8ac07a43b302fe30ef1ef9dd5507b6652e,passed,1.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-financial-document-processor]#1,fail,infrastructure_error,n/a,4be2bd8ba654c0ba4393608b95df9ca9381108f56a9ebbc08d9031e15d8369ae,,0.0,,,command-replay,no results.jsonl (exit 1)
terminal-bench/financial-document-processor,reference,test_source_accepted_final_state_quirks_pass[duplicate_document_hashes]#1,pass,infrastructure_error,n/a,529426e6fddd0410a01a1a010fa8cdcff3e3a4940c32a80899ec79b9d258f2a7,passed,1.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,mutant,test_nested_summary_candidate_errors_fail_closed[missing-summary_csv:artifact_missing]#1,fail,infrastructure_error,n/a,5e6738773bce45a7c2c47572f34dbd4d8894243a0efd1626bd8302001727aa39,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,mutant,test_nested_summary_candidate_errors_fail_closed[directory-summary_csv:artifact_wrong_type]#1,fail,infrastructure_error,n/a,7e4d49f9aff498fd6a10b721a9bcf501dc2fe086eaaf5ffb54f33a451e8af4fc,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,mutant,"test_pinned_linux_reference_and_mutant_matrix[for value in /app/invoices/*; do [ ""${value##*/}"" = summary.csv ] && continue; mv ""$value"" /app/other/; break; done-failed]#1",fail,infrastructure_error,n/a,891a18528665ac27ff6ee00d1206dba2d058e48ddb8ea9303765381504612a82,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,mutant,test_targeted_state_and_summary_mutants_fail[pandas_na_filename-unsafe_summary_filename]#1,fail,infrastructure_error,n/a,8983549069f5ff7cb812bdc836ac3c2c04e632cbbd2de329d08ae6a00939e2d4,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,mutant,test_targeted_state_and_summary_mutants_fail[wrong_vat-incorrect_vat_amount]#1,fail,infrastructure_error,n/a,9db68eaeeaae04106f3365a34a3cb891f58c1e16bed3e4810feff93a583d0e73,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,mutant,test_targeted_state_and_summary_mutants_fail[row_count-incorrect_summary_row_count]#1,fail,infrastructure_error,n/a,a3931738e9ec25dc7d358dc52ae2aaf18c43062396d30a430f64732f6f62bcee,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,malicious,"test_pinned_linux_reference_and_mutant_matrix[printf '{""verdict"":""pass""}' > /app/invoices/summary.csv-failed]#1",fail,infrastructure_error,n/a,a734e14da69cbc104f583de6c47259dd56ca74d64029cc5a404d8b09132f21c3,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,mutant,test_pinned_linux_reference_and_mutant_matrix[sed -i 's/81315.20/81315.22/' /app/invoices/summary.csv-failed]#1,fail,infrastructure_error,n/a,b0576e6a10150027fbbcc8ac0a055fb7e4d0064b7b04e7f01132fead26c9d613,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,reference,test_source_accepted_final_state_quirks_pass[eleven_duplicate_total_rows]#1,pass,infrastructure_error,n/a,b097e75561e4bd0fb3fbbb366200d9df7b10640c0e175706c5e7f871cb513551,passed,1.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,malicious,test_targeted_state_and_summary_mutants_fail[path_traversal-unsafe_summary_filename]#1,pass,infrastructure_error,n/a,bd8eb24016da10a284b9e92e24cdad9b20d9c0e63f67a59897f8e926bf22cb26,failed,1.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,mutant,test_targeted_state_and_summary_mutants_fail[modified-incorrect_invoice_placement]#1,fail,infrastructure_error,n/a,bf41bb46a34ccea08e6f35c6bbb4d53ec473f59456f138213c7839b764398f63,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-financial-document-processor]#1,fail,infrastructure_error,n/a,c3eda5986ac949005486767dbdc4817ff73dfceff4d0da3e2bf488429e1ff4ea,,0.0,,,command-replay,no results.jsonl (exit 1)
terminal-bench/financial-document-processor,mutant,test_targeted_state_and_summary_mutants_fail[wrong_total-incorrect_total_amount]#1,fail,infrastructure_error,n/a,cd65c138597684352aa58284a992d325edab913b9bf3cdcd1341ef99981c3f35,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-financial-document-processor]#1,fail,infrastructure_error,n/a,cd6f6c97a2f429b11fcfb32f5ffed37954377d24171279e174cd6c831c1e8cb8,,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,mutant,test_targeted_state_and_summary_mutants_fail[documents_not_empty-documents_not_empty]#1,fail,infrastructure_error,n/a,cf2e4f50b2fb32bf4959917e7e0945750ed51b8b291d9a19424f36ebd82f7b41,failed,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,malicious,test_base_image_fails_stopped_candidate_capture[financial-document-processor]#1,fail,infrastructure_error,n/a,db1b5c9d0fbb743ea32cd0414d1c350bb4184dad20cf971f6aaf7c83f4bc457a,,0.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/financial-document-processor,reference,test_source_accepted_final_state_quirks_pass[reordered_rows_and_crlf]#1,pass,infrastructure_error,n/a,f9ecc15067724170196f7520146ef4468bd82b4e3f0feef07af8ac542a1aa263,passed,1.0,,,host-capture,ConfigError: tester policy '4096m' conflicts with SECUREBENCH_DOCKER_MEM_LIMIT='2048m'
terminal-bench/fix-git,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-fix-git]#1,fail,fail,yes,016e7f8b4fa8f41197ed450bea05bdf67023467d4e435ec0b43a41f91a956c21,,0.0,,failed,command-replay,
terminal-bench/fix-git,mutant,"test_targeted_mutants_and_forged_claims_fail[I am a Postdoctoral Researcher at Berkeley CS.\n\nPreviously, I was a Student Researcher at [Google Research](https://research.google/), an ML Research Intern at [Apple Health AI](https://machinelearning.apple.com/work-with-us) and a data scientist and the second full-time employee at [HealthRhythms](https://www.healthrhythms.com). -<!DOCTYPE html>\n<html lang=""en"">\n\n<head>\n\n    <!-- Global site tag (gtag.js) - Google Analytics -->\n    <script async src=""https://www.googletagmanager.com/gtag/js?id=UA-148707527-1""></script>\n    <script>\n        window.dataLayer = window.dataLayer || [];\n\n        function gtag() {\n            dataLayer.push(arguments);\n        }\n        gtag('js', new Date());\n\n        gtag('config', 'UA-148707527-1');\n    </script>\n    <meta charset=""utf-8"">\n    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">\n    <meta name=""viewport"" content=""width=device-width, initial-scale=1"">\n\n    <title>Mike A. Merrill</title>\n\n    <meta name=""description"" content=""Source code generated using layoutit.com"">\n    <meta name=""author"" content=""LayoutIt!"">\n\n    <link href=""css/bootstrap.min.css"" rel=""stylesheet"">\n    <link href=""css/style.css"" rel=""stylesheet"">\n\n    <link\n        href=""https://fonts.googleapis.com/css?family=Noto+Sans+HK:100,300|Barlow+Condensed|PT+Mono|PT+Serif&display=swap""\n        rel=""stylesheet"">\n\n</head>\n\n<body>\n\n    <div class=""container-fluid"">\n        <div class=""row"">\n            <div class=""jumbotron"">\n                <div class=""row"">\n                    <h3>\n                        Postdoc @ Stanford\n                    </h3>\n                </div>\n                <div class=""row"">\n                    <div class=""col-md-2 hide-on-small"">\n                        <div class=""image-cropper "">\n                            <img src=""./resources/headshot.jpeg"" alt=""avatar"" class=""profile-pic"">\n                        </div>\n                    </div>\n                    <div class=""col-md-10"" id=""name"">\n                        <h1>\n                            Mike Merrill\n                        </h1>\n                    </div>\n\n                    </row>\n                </div>\n            </div>\n        </div>\n\n        <div class=""row"">\n            <div class=""col-md-5"">\n                <h2>\n                    About Me\n                </h2>\n                <p>\n                    {% capture temp %}{% include about.md %}{% endcapture %} {{ temp | markdownify }}\n                </p>\n            </div>\n            <div class=""col-md-4"">\n                <h2>\n                    Research Interests\n                </h2>\n                <ul>\n                    {% capture temp %}{% include interests.md %}{% endcapture %} {{ temp | markdownify }}\n                </ul>\n            </div>\n            <div class=""col-md-3"">\n                <h2>\n                    More on Me\n                </h2>\n                <ul>\n                    {% capture temp %}{% include contact.md %}{% endcapture %} {{ temp | markdownify }}\n                </ul>\n            </div>\n        </div>\n\n        <div class=""row"">\n            <div class=""col-md-12"">\n                <h2>Publications</h2>\n                {% assign sorted_pubs = site.publications | sort: 'year' | reverse %}\n                {% for pub in sorted_pubs %}\n                <div class=""row"">\n                    <div class=""col-md-3 hide-on-small"">\n                        {% if pub.thumb_path %}\n                        <img src=""{{pub.thumb_path}}"" alt=""..."" class=""img-thumbnail""> {% endif %}\n\n                    </div>\n                    <div class=""col-md-9"">\n                        <p><b>{{pub.title}}</b></p>\n                        <p>\n                            {% if pub.author contains ""Michael Merrill"" %}\n                            {% assign a = pub.author | split: 'Michael Merrill' %}\n                            {{a[0]}}<span class=""author"">Michael Merrill</span>{{a[1]}}\n                            {% elsif pub.author contains ""Mike A. Merrill*"" %}\n                            {% assign a = pub.author | split: 'Mike A. Merrill' %}\n                            {{a[0]}}<span class=""author"">Mike A. Merrill*</span>{{a[1]}}\n                            {% elsif pub.author contains ""Mike A. Merrill"" %}\n                            {% assign a = pub.author | split: 'Mike A. Merrill' %}\n                            {{a[0]}}<span class=""author"">Mike A. Merrill</span>{{a[1]}}\n\n                            {% endif %}\n                        </p>\n                        <p><span class=""venue"">{{pub.venue}}</span>, {{pub.year}} {% if pub.pdf_path %}\n                            <a href=""{{pub.pdf_path}}"">[PDF]</a> {% endif %}\n                            {% for link in pub.other_links %}\n                            <a href=""{{link.url}}"">[{{link.name}}]</a>\n                            {% endfor %}\n                            {{pub.notes}}\n                        </p>\n                    </div>\n\n                </div>\n                {% endfor %}\n            </div>\n\n        </div>\n\n    </div>\n\n    <script src=""js/jquery.min.js""></script>\n    <script src=""js/bootstrap.min.js""></script>\n    <script src=""js/scripts.js""></script>\n</body>\n<footer>\n\n</footer>\n\n</html>-incorrect_about_file]#1",fail,fail,yes,088dc52727120d67c999cf7f4701a1da3f46703668aa7aebc1808abb13b91b07,failed,0.0,,failed,command-replay,
terminal-bench/fix-git,reference,test_source_accepted_ascii_edge_whitespace_passes[\x0b\x0c-\x0c\x0b]#1,pass,pass,yes,0bccd68e311f570671fe53a00d21de3290eb703e8ad069867e07612ca8072bb5,passed,1.0,,passed,command-replay,
terminal-bench/fix-git,reference,test_source_accepted_ascii_edge_whitespace_passes[ \t\r\n-\n\r\t ]#1,pass,pass,yes,15b862cd4269ba2fe0549fd6915d685f836e279961f0ead633df381fe6758b1d,passed,1.0,,passed,command-replay,
terminal-bench/fix-git,malicious,test_pinned_partial_and_forged_mutants_fail[forged-pass]#1,fail,fail,yes,22a79107932c0ba2a4a001d889c4676c6e6aa68133e91f488e95690f5f9127cb,failed,0.0,,failed,command-replay,
