pack,task,candidate_kind,candidate_id,sha256,format,bytes,recorded_capture,recorded_in_test_verdict,nodeid,dir
terminal-bench,distribution-search,mutant,test_pinned_agent_capture_and_replay_matrix[uniform]#1,a32dc324af0169813c6390271f37f387eda6501d787503551aad4439440f61b9,tar,1208320,captured,failed,tests/test_distribution_search_v2.py::test_pinned_agent_capture_and_replay_matrix[uniform],runs/campaign/phase1/candidates/terminal-bench/distribution-search/a32dc324af016981
terminal-bench,distribution-search,mutant,test_pinned_agent_capture_and_replay_matrix[forward_only]#1,4979a6bb586cb7748c1874fa7450b7e6e37e2ff16ae421326e7d2dc62da9de32,tar,1208320,captured,failed,tests/test_distribution_search_v2.py::test_pinned_agent_capture_and_replay_matrix[forward_only],runs/campaign/phase1/candidates/terminal-bench/distribution-search/4979a6bb586cb774
terminal-bench,distribution-search,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-distribution-search]#1,e4c55203a182f24b673588cf20076b958843d54ba3471619c50311c62796b852,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[symlink-distribution-search],runs/campaign/phase1/candidates/terminal-bench/distribution-search/e4c55203a182f24b
terminal-bench,distribution-search,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-distribution-search]#1,24dca89e443dc036f98745be859458584e5030c84e4fe7cf4eb8f2f7b5d1a109,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[directory-distribution-search],runs/campaign/phase1/candidates/terminal-bench/distribution-search/24dca89e443dc036
terminal-bench,distribution-search,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-distribution-search]#1,200a3ced062c00a8934f55200898f720c05071e0c5649a0e60d01cc7afe36309,tar,4198400,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[oversized-distribution-search],runs/campaign/phase1/candidates/terminal-bench/distribution-search/200a3ced062c00a8
terminal-bench,distribution-search,base,test_base_image_fails_stopped_candidate_capture[distribution-search]#1,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_base_image_fails_stopped_candidate_capture[distribution-search],runs/campaign/phase1/candidates/terminal-bench/distribution-search/84ff92691f909a05
terminal-bench,dna-assembly,reference,test_reviewed_reference_passes_real_capture_parser_and_oracle#1,7e025e11c4ead542fb9cb2423ab172138335ab23dd51c52e0eed7a8b7f55928d,tar,10240,captured,passed,tests/test_dna_assembly_v2.py::test_reviewed_reference_passes_real_capture_parser_and_oracle,runs/campaign/phase1/candidates/terminal-bench/dna-assembly/7e025e11c4ead542
terminal-bench,dna-assembly,reference,test_source_case_and_trailing_whitespace_semantics_are_preserved#1,c59bc6f8026083b650d1cf637654c70d20480404f7ba5fce679c8ac76acbee90,tar,10240,captured,passed,tests/test_dna_assembly_v2.py::test_source_case_and_trailing_whitespace_semantics_are_preserved,runs/campaign/phase1/candidates/terminal-bench/dna-assembly/c59bc6f8026083b6
terminal-bench,dna-assembly,malicious,test_malformed_and_forged_primer_artifacts_fail[blank_line]#1,e25260c1d53da6140a76c9b8c28ff6e55315cd4273fc1cbd4bcc135a9221892d,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_malformed_and_forged_primer_artifacts_fail[blank_line],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/e25260c1d53da614
terminal-bench,dna-assembly,malicious,test_malformed_and_forged_primer_artifacts_fail[missing_header_marker]#1,f348433fad3229e089c525bcac27b6cbdb0d80797a70b631b102d1c6c6c3da04,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_malformed_and_forged_primer_artifacts_fail[missing_header_marker],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/f348433fad3229e0
terminal-bench,dna-assembly,malicious,test_malformed_and_forged_primer_artifacts_fail[non_dna_character]#1,4d705e51ebe4a9fe6ea2b5a3389224004100078b5d628ecb9f62d01f5b15cedf,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_malformed_and_forged_primer_artifacts_fail[non_dna_character],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/4d705e51ebe4a9fe
terminal-bench,dna-assembly,malicious,test_malformed_and_forged_primer_artifacts_fail[forged_header]#1,04853b4fbec24b8f1aff1c56a9e35471bdd2d8b47e3a577cfd4a5c8c1cdb88d8,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_malformed_and_forged_primer_artifacts_fail[forged_header],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/04853b4fbec24b8f
terminal-bench,dna-assembly,malicious,test_malformed_and_forged_primer_artifacts_fail[structured_verdict]#1,788ee5b3c90d250f757fe533a010e3360ed1c09b4e45153069e237a6169a0de7,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_malformed_and_forged_primer_artifacts_fail[structured_verdict],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/788ee5b3c90d250f
terminal-bench,dna-assembly,malicious,test_malformed_and_forged_primer_artifacts_fail[nul_character]#1,3d9e1dc9b4eb2df00b7b825f8fd9aca49f34f2b9602197d8c99a9cc6dc4f8860,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_malformed_and_forged_primer_artifacts_fail[nul_character],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/3d9e1dc9b4eb2df0
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[missing_bsai_site]#1,088492dbda635e70c0ac7a8825f89913eaf69c869ab47dbe06d89b723345ae36,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[missing_bsai_site],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/088492dbda635e70
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[missing_clamp]#1,f67d7159c10a0640170a568a71029e13946b5671be114726195d62cd34efb615,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[missing_clamp],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/f67d7159c10a0640
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[incomplete_primer]#1,cd7ed7014a827e2cf303a980056eb2772dbeb753a75847a8b32562eaa509cc17,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[incomplete_primer],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/cd7ed7014a827e2c
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[unknown_forward_binding]#1,007a70e45d1288e11105fd7e03f033c8d43fa366361a6975c960e1129d5ecc19,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[unknown_forward_binding],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/007a70e45d1288e1
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[unknown_reverse_binding]#1,b5407624e98399375a34b9c48765459fec06d22bbdba95bfbb0ea81aa82d74de,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[unknown_reverse_binding],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/b5407624e9839937
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[short_forward_annealing]#1,545fb0b58cd0d36e3d45acf168d2ae04e1e264241b5cf109f5665374cf49fedd,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[short_forward_annealing],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/545fb0b58cd0d36e
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[short_reverse_annealing]#1,0af05a636fb961af0bc29db445774486b9de4151b5aa1d3b084e5ca74f7ef279,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[short_reverse_annealing],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/0af05a636fb961af
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[low_forward_tm]#1,f74d4cda482b395fda9983647ccc0361e67d2f1f157eb73636138a27a243dd81,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[low_forward_tm],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/f74d4cda482b395f
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[low_reverse_tm]#1,bf940a064a271909b118a8f7bb39b05694d1494b30625000d43d25d80623c58f,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[low_reverse_tm],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/bf940a064a271909
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[pair_tm_difference]#1,412e1f7df5817b89d7f8b3429302f4e8d915d9a4ff66f315186f8323f364b1ad,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[pair_tm_difference],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/412e1f7df5817b89
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[junction_mismatch]#1,2708d2ad94936ae00f295ae5501921bd9d60523fd3d247561dc8d070ea3effb6,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[junction_mismatch],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/2708d2ad94936ae0
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[duplicate_junction]#1,ab38b9b3e56e658fcf94e9a2b7da15091b41af503eb3a684e05d289ee6603b19,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[duplicate_junction],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/ab38b9b3e56e658f
terminal-bench,dna-assembly,mutant,test_targeted_semantic_mutants_fail[incorrect_circular_assembly]#1,90a2832cc425d84c8b2d2841bb0a319b24137fd8d7d5ddf27170f7c467c8d716,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_targeted_semantic_mutants_fail[incorrect_circular_assembly],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/90a2832cc425d84c
terminal-bench,dna-assembly,malicious,test_invalid_utf8_is_candidate_evidence_not_infrastructure#1,4a04cbd3721112d56fb71a74d30bbf4f5147020cf484dbc4ca7cfbf9e4d400f9,tar,10240,captured,failed,tests/test_dna_assembly_v2.py::test_invalid_utf8_is_candidate_evidence_not_infrastructure,runs/campaign/phase1/candidates/terminal-bench/dna-assembly/4a04cbd3721112d5
terminal-bench,dna-assembly,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-dna-assembly]#1,f007ff88512aebc9d6ce474c1f8b73e5a08c953609a70f414f817b4c4a32a86f,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[symlink-dna-assembly],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/f007ff88512aebc9
terminal-bench,dna-assembly,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-dna-assembly]#1,6ab1d300393661e346995e0ff4ab9ceec4248d2207e93bfbf2f7f466d2fd13db,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[directory-dna-assembly],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/6ab1d300393661e3
terminal-bench,dna-assembly,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-dna-assembly]#1,837286c3fbb9d828538f3862719d197645340bba5ac5ff73dbb8b2fdaf650867,tar,71680,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[oversized-dna-assembly],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/837286c3fbb9d828
terminal-bench,dna-assembly,base,test_base_image_fails_stopped_candidate_capture[dna-assembly]#1,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_base_image_fails_stopped_candidate_capture[dna-assembly],runs/campaign/phase1/candidates/terminal-bench/dna-assembly/84ff92691f909a05
terminal-bench,dna-insert,reference,test_reviewed_reference_passes_real_capture_parser_and_oracle#1,2e1f2cce9a3633776e8c70f7347b3f930b3da09473982a96129a40aff7001a11,tar,10240,captured,passed,tests/test_dna_insert_v2.py::test_reviewed_reference_passes_real_capture_parser_and_oracle,runs/campaign/phase1/candidates/terminal-bench/dna-insert/2e1f2cce9a363377
terminal-bench,dna-insert,reference,test_reference_variants_match_the_original_source_verifier[insert_split_between_primers]#1,377efb8e4429915441ddb5b813b6f53cb25223c95872a214f0c974de966e4d78,tar,10240,captured,passed,tests/test_dna_insert_v2.py::test_reference_variants_match_the_original_source_verifier[insert_split_between_primers],runs/campaign/phase1/candidates/terminal-bench/dna-insert/377efb8e44299154
terminal-bench,dna-insert,reference,test_reference_variants_match_the_original_source_verifier[ignored_non_fasta_headers]#1,54dae0dc7a241df673541ba6671f1ea87928d9b13c3a1579ef181a95a5a8f22c,tar,10240,captured,passed,tests/test_dna_insert_v2.py::test_reference_variants_match_the_original_source_verifier[ignored_non_fasta_headers],runs/campaign/phase1/candidates/terminal-bench/dna-insert/54dae0dc7a241df6
terminal-bench,dna-insert,reference,test_source_case_and_trailing_whitespace_semantics_are_preserved#1,e802461ebc2778f674b3741ac092565be08847ab67ec3d5c94e4c4bbf380e778,tar,10240,captured,passed,tests/test_dna_insert_v2.py::test_source_case_and_trailing_whitespace_semantics_are_preserved,runs/campaign/phase1/candidates/terminal-bench/dna-insert/e802461ebc2778f6
terminal-bench,dna-insert,malicious,test_malformed_and_forged_primer_artifacts_fail[blank_line]#1,0cd1f72867fe32127fb8fb6fabf11a77a3b5cb8231daaf751294fda32e7d010b,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_malformed_and_forged_primer_artifacts_fail[blank_line],runs/campaign/phase1/candidates/terminal-bench/dna-insert/0cd1f72867fe3212
terminal-bench,dna-insert,malicious,test_malformed_and_forged_primer_artifacts_fail[missing_reverse]#1,bb8eee8d8e2ff814718385d98d2f683f43f40458dac43cf40078b6053f5fa3d5,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_malformed_and_forged_primer_artifacts_fail[missing_reverse],runs/campaign/phase1/candidates/terminal-bench/dna-insert/bb8eee8d8e2ff814
terminal-bench,dna-insert,malicious,test_malformed_and_forged_primer_artifacts_fail[non_dna_forward]#1,fd3c63d4d9942d1fbe577bcc78502fcd6eb9d3567a6847189e3fa1aea7806602,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_malformed_and_forged_primer_artifacts_fail[non_dna_forward],runs/campaign/phase1/candidates/terminal-bench/dna-insert/fd3c63d4d9942d1f
terminal-bench,dna-insert,malicious,test_malformed_and_forged_primer_artifacts_fail[non_dna_reverse]#1,39d272b00b324752e1f65cd965c322308f187b230d3aedf03dfd48fd4988d08c,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_malformed_and_forged_primer_artifacts_fail[non_dna_reverse],runs/campaign/phase1/candidates/terminal-bench/dna-insert/39d272b00b324752
terminal-bench,dna-insert,malicious,test_malformed_and_forged_primer_artifacts_fail[structured_verdict]#1,788ee5b3c90d250f757fe533a010e3360ed1c09b4e45153069e237a6169a0de7,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_malformed_and_forged_primer_artifacts_fail[structured_verdict],runs/campaign/phase1/candidates/terminal-bench/dna-insert/788ee5b3c90d250f
terminal-bench,dna-insert,malicious,test_malformed_and_forged_primer_artifacts_fail[nul_sequence]#1,4cffaf448fa93e1b00ba68e553fb0cae8f7e2881cf5614579716ef61fb548c06,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_malformed_and_forged_primer_artifacts_fail[nul_sequence],runs/campaign/phase1/candidates/terminal-bench/dna-insert/4cffaf448fa93e1b
terminal-bench,dna-insert,mutant,test_targeted_semantic_mutants_fail[incomplete_insert]#1,7336640bf442b89ff002847cd88d1d39b7e4fbafa65cfebd69734291afdd97f1,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_targeted_semantic_mutants_fail[incomplete_insert],runs/campaign/phase1/candidates/terminal-bench/dna-insert/7336640bf442b89f
terminal-bench,dna-insert,mutant,test_targeted_semantic_mutants_fail[short_forward_annealing]#1,a9bcb9251b53309be3e5a378626b5bc3e802860e8810da7befca997f945296d2,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_targeted_semantic_mutants_fail[short_forward_annealing],runs/campaign/phase1/candidates/terminal-bench/dna-insert/a9bcb9251b53309b
terminal-bench,dna-insert,mutant,test_targeted_semantic_mutants_fail[short_reverse_annealing]#1,0a4434dea7efe8072441ac3ec70a82331fd76a2986fef1e317c4170d739b6f32,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_targeted_semantic_mutants_fail[short_reverse_annealing],runs/campaign/phase1/candidates/terminal-bench/dna-insert/0a4434dea7efe807
terminal-bench,dna-insert,mutant,test_targeted_semantic_mutants_fail[wrong_reverse_overlap]#1,a98236f381b0fa51743d2444c7f27e87fcc25e3b14824f62619b27dba42b9269,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_targeted_semantic_mutants_fail[wrong_reverse_overlap],runs/campaign/phase1/candidates/terminal-bench/dna-insert/a98236f381b0fa51
terminal-bench,dna-insert,mutant,test_targeted_semantic_mutants_fail[wrong_forward_overlap]#1,5cde8eb8ce0f5c0749edc2a62a0a92bc27af3774ef8e8725cfc099af33de412b,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_targeted_semantic_mutants_fail[wrong_forward_overlap],runs/campaign/phase1/candidates/terminal-bench/dna-insert/5cde8eb8ce0f5c07
terminal-bench,dna-insert,mutant,test_targeted_semantic_mutants_fail[high_forward_tm]#1,22732333e55649abe55e2d698a50d7e7b1903cd7386dc1525a4d64b5fa2f4f9b,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_targeted_semantic_mutants_fail[high_forward_tm],runs/campaign/phase1/candidates/terminal-bench/dna-insert/22732333e55649ab
terminal-bench,dna-insert,mutant,test_targeted_semantic_mutants_fail[low_reverse_tm]#1,c6815b638fa363283b6dd630ce2602b45e53266e76611ceddb4274f7f2d49e1f,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_targeted_semantic_mutants_fail[low_reverse_tm],runs/campaign/phase1/candidates/terminal-bench/dna-insert/c6815b638fa36328
terminal-bench,dna-insert,mutant,test_targeted_semantic_mutants_fail[pair_tm_difference]#1,6d60986d65dc076e3b0ba3698518290e5762beae44442861466888060a634069,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_targeted_semantic_mutants_fail[pair_tm_difference],runs/campaign/phase1/candidates/terminal-bench/dna-insert/6d60986d65dc076e
terminal-bench,dna-insert,malicious,test_invalid_utf8_is_candidate_evidence_not_infrastructure#1,270bd47e3d795194241272a6af985077690516969ca5afb4889644136c163998,tar,10240,captured,failed,tests/test_dna_insert_v2.py::test_invalid_utf8_is_candidate_evidence_not_infrastructure,runs/campaign/phase1/candidates/terminal-bench/dna-insert/270bd47e3d795194
terminal-bench,dna-insert,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-dna-insert]#1,4cd9829ffdf9f9e7747d045757d2a9527728c69107e45696707b7452214c6d05,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[symlink-dna-insert],runs/campaign/phase1/candidates/terminal-bench/dna-insert/4cd9829ffdf9f9e7
terminal-bench,dna-insert,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-dna-insert]#1,e8e8ff5609ee86f8c9a6f2841ddcac82c53d77acdfd3afd2cd5ad03a3ef1361a,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[directory-dna-insert],runs/campaign/phase1/candidates/terminal-bench/dna-insert/e8e8ff5609ee86f8
terminal-bench,dna-insert,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-dna-insert]#1,23f63614d1a803932115a16ce4face575858dfbd961dd73882a85db878617942,tar,71680,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[oversized-dna-insert],runs/campaign/phase1/candidates/terminal-bench/dna-insert/23f63614d1a80393
terminal-bench,dna-insert,base,test_base_image_fails_stopped_candidate_capture[dna-insert]#1,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_base_image_fails_stopped_candidate_capture[dna-insert],runs/campaign/phase1/candidates/terminal-bench/dna-insert/84ff92691f909a05
terminal-bench,extract-moves-from-video,reference,test_source_accepted_reference_variants_pass_real_artifact_path[exact]#1,c2df75db1af752a91b494feb62c24634229b17e39b23fe7a1ea228f4a290ddfd,tar,10240,captured,passed,tests/test_extract_moves_from_video_v2.py::test_source_accepted_reference_variants_pass_real_artifact_path[exact],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/c2df75db1af752a9
terminal-bench,extract-moves-from-video,reference,test_source_accepted_reference_variants_pass_real_artifact_path[crlf]#1,4172b6783ec558234f61b631e1bc0d8581890cb7f4483c7d4da2d0dc8cf85a29,tar,10240,captured,passed,tests/test_extract_moves_from_video_v2.py::test_source_accepted_reference_variants_pass_real_artifact_path[crlf],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/4172b6783ec55823
terminal-bench,extract-moves-from-video,reference,test_source_accepted_reference_variants_pass_real_artifact_path[append-threshold]#1,4da39d8e8a76574c190a89f2434b5af9ba19be975c2f594047fdece5937c4487,tar,10240,captured,passed,tests/test_extract_moves_from_video_v2.py::test_source_accepted_reference_variants_pass_real_artifact_path[append-threshold],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/4da39d8e8a76574c
terminal-bench,extract-moves-from-video,reference,test_source_accepted_reference_variants_pass_real_artifact_path[delete-threshold]#1,9cbf427f615663f83ee96d3508050c3594e0265448029edfa89e945f903f01c4,tar,10240,captured,passed,tests/test_extract_moves_from_video_v2.py::test_source_accepted_reference_variants_pass_real_artifact_path[delete-threshold],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/9cbf427f615663f8
terminal-bench,extract-moves-from-video,reference,test_source_accepted_reference_variants_pass_real_artifact_path[small-nul-edit]#1,82eeb75f0f5e3e9c890fa15a2794e2542afcb905af6c8687304c3b24275ab8c4,tar,10240,captured,passed,tests/test_extract_moves_from_video_v2.py::test_source_accepted_reference_variants_pass_real_artifact_path[small-nul-edit],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/82eeb75f0f5e3e9c
terminal-bench,extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[append-over-threshold]#1,f14ad1517d9ba83a80a0bfc3793de86535e59696d81a6fef4c8721b335dc12ad,tar,10240,captured,failed,tests/test_extract_moves_from_video_v2.py::test_targeted_transcript_mutants_and_claims_fail[append-over-threshold],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/f14ad1517d9ba83a
terminal-bench,extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[delete-over-threshold]#1,4c35dee9ac2ab7ab5d1c29da56f8c9eba2fc02035ace1d576e746bd5f8ee2553,tar,10240,captured,failed,tests/test_extract_moves_from_video_v2.py::test_targeted_transcript_mutants_and_claims_fail[delete-over-threshold],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/4c35dee9ac2ab7ab
terminal-bench,extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[lost-line-breaks]#1,7614349390ec3abc94acc76690a283d092087df629ab471198d00ac398d4cac0,tar,10240,captured,failed,tests/test_extract_moves_from_video_v2.py::test_targeted_transcript_mutants_and_claims_fail[lost-line-breaks],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/7614349390ec3abc
terminal-bench,extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[case-changed]#1,7e61ca78f50d70b67d19a61c7638f96e12fe8bdca7405e675a090e9e65857d71,tar,10240,captured,failed,tests/test_extract_moves_from_video_v2.py::test_targeted_transcript_mutants_and_claims_fail[case-changed],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/7e61ca78f50d70b6
terminal-bench,extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[reordered]#1,e2dc5dc01019dd1e1386a3ff72fec66102c9fb92bd2b1de32f13c8b510a9cee5,tar,10240,captured,failed,tests/test_extract_moves_from_video_v2.py::test_targeted_transcript_mutants_and_claims_fail[reordered],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/e2dc5dc01019dd1e
terminal-bench,extract-moves-from-video,malicious,test_targeted_transcript_mutants_and_claims_fail[forged-verdict]#1,8c2e454c3a65ea79fafa5bc19d3a3a66af8310951dfd26ddb90d34993087f959,tar,10240,captured,failed,tests/test_extract_moves_from_video_v2.py::test_targeted_transcript_mutants_and_claims_fail[forged-verdict],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/8c2e454c3a65ea79
terminal-bench,extract-moves-from-video,mutant,test_targeted_transcript_mutants_and_claims_fail[empty]#1,f3b633fd68d2ae6f2dbaaa90e56282007402fb5dc35753eb3e8323b251865b28,tar,10240,captured,failed,tests/test_extract_moves_from_video_v2.py::test_targeted_transcript_mutants_and_claims_fail[empty],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/f3b633fd68d2ae6f
terminal-bench,extract-moves-from-video,malicious,test_invalid_utf8_is_candidate_evidence_not_infrastructure#1,72eb4847cf6a93e5bdb83d84a242493e0feae13c01af0d498a4fc855edda631b,tar,10240,captured,failed,tests/test_extract_moves_from_video_v2.py::test_invalid_utf8_is_candidate_evidence_not_infrastructure,runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/72eb4847cf6a93e5
terminal-bench,extract-moves-from-video,malicious,test_file_bundle_capture_rejects_malicious_shapes[symlink-extract-moves-from-video]#1,e026d36fb4e8948d25d51bc5aedfc7589d1b127d61fa65650cc513838d075ed7,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[symlink-extract-moves-from-video],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/e026d36fb4e8948d
terminal-bench,extract-moves-from-video,malicious,test_file_bundle_capture_rejects_malicious_shapes[directory-extract-moves-from-video]#1,ffb6be1ca7be9d92fc885c97c4fff28476400fed3a1216840cda3d0f35028463,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[directory-extract-moves-from-video],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/ffb6be1ca7be9d92
terminal-bench,extract-moves-from-video,malicious,test_file_bundle_capture_rejects_malicious_shapes[oversized-extract-moves-from-video]#1,3e0deced427d22279b8938488599dd68fdcbf39fecd1bec249d38f133db55711,tar,20480,rejected,,tests/test_terminal_file_bundle_qualification.py::test_file_bundle_capture_rejects_malicious_shapes[oversized-extract-moves-from-video],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/3e0deced427d2227
terminal-bench,extract-moves-from-video,malicious,test_base_image_fails_stopped_candidate_capture[extract-moves-from-video]#1,84ff92691f909a05b224e1c56abb4864f01b4f8e3c854e4bb4c7baf1d3f6d652,tar,10240,rejected,,tests/test_terminal_file_bundle_qualification.py::test_base_image_fails_stopped_candidate_capture[extract-moves-from-video],runs/campaign/phase1/candidates/terminal-bench/extract-moves-from-video/84ff92691f909a05
